Timestamp,Blink Detection
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:24,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:25,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:26,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:27,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:28,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:29,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:30,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,0
13:06:31,1
13:06:31,1
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:32,0
13:06:33,0
13:06:33,0
13:06:33,0
13:06:33,0
13:06:33,0
13:06:34,0
13:06:34,0
13:06:34,0
13:06:34,0
13:06:34,0
13:06:34,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:35,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:36,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:37,0
13:06:38,1
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:38,0
13:06:39,0
13:06:39,0
13:06:39,0
13:06:39,0
13:06:39,0
13:06:39,1
13:06:39,0
13:06:40,0
13:06:40,0
13:06:40,0
13:06:40,1
13:06:40,0
13:06:40,0
13:06:40,0
13:06:40,0
13:06:40,0
13:06:41,1
13:06:41,0
13:06:41,0
13:06:41,1
13:06:41,0
13:06:41,0
13:06:41,0
13:06:41,1
13:06:41,1
13:06:42,1
13:06:42,1
13:06:42,0
13:06:42,0
13:06:42,0
13:06:42,0
13:06:42,0
13:06:42,1
13:06:42,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:43,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:44,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:45,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:46,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:47,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:48,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:49,0
13:06:50,0
13:06:50,0
13:06:50,0
13:06:50,0
13:06:50,0
13:06:50,1
13:06:50,0
13:06:50,1
13:06:50,0
13:06:50,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:51,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:52,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:53,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:54,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:55,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:56,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:57,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:58,0
13:06:59,0
13:06:59,0
13:06:59,0
13:06:59,0
13:06:59,0
13:06:59,0
13:06:59,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:00,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:01,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:02,0
13:07:03,0
13:07:03,0
13:07:03,0
13:07:03,1
13:07:03,0
13:07:03,0
13:07:03,0
13:07:04,0
13:07:04,0
13:07:04,0
13:07:04,0
13:07:04,0
13:07:04,0
13:07:04,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:05,0
13:07:06,0
13:07:06,0
13:07:06,0
13:07:06,0
13:07:06,0
13:07:06,0
13:07:06,0
13:07:07,0
13:07:07,0
13:07:07,0
13:07:07,1
13:07:07,1
13:07:07,0
13:07:07,0
13:07:08,0
13:07:08,0
13:07:08,0
13:07:08,0
13:07:08,0
13:07:08,0
13:07:08,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:09,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:10,0
13:07:11,0
13:07:11,0
13:07:11,0
13:07:11,0
13:07:11,0
13:07:11,0
13:07:12,0
13:07:12,0
13:07:12,0
13:07:12,0
13:07:12,0
13:07:12,0
13:07:12,0
13:07:13,1
13:07:13,1
13:07:13,1
13:07:13,1
13:07:13,0
13:07:13,0
13:07:13,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:14,0
13:07:15,0
13:07:15,0
13:07:15,0
13:07:15,0
13:07:15,0
13:07:15,0
13:07:15,0
13:07:16,0
13:07:16,0
13:07:16,0
13:07:16,0
13:07:16,0
13:07:16,0
13:07:16,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:17,0
13:07:18,1
13:07:18,0
13:07:18,0
13:07:18,0
13:07:18,0
13:07:18,0
13:07:18,0
13:07:18,0
13:07:19,0
13:07:19,0
13:07:19,0
13:07:19,0
13:07:19,0
13:07:19,0
13:07:19,0
13:07:20,0
13:07:20,0
13:07:20,0
13:07:20,0
13:07:20,0
13:07:20,0
13:07:21,0
13:07:21,0
13:07:21,0
13:07:21,0
13:07:21,0
13:07:21,0
13:07:22,0
13:07:22,0
13:07:22,0
13:07:22,0
13:07:22,0
13:07:22,0
13:07:22,0
13:07:23,0
13:07:23,0
13:07:23,0
13:07:23,0
13:07:23,0
13:07:23,0
13:07:24,0
13:07:24,0
13:07:24,0
13:07:24,0
13:07:24,0
13:07:24,0
13:07:24,0
13:07:24,1
13:07:25,0
13:07:25,0
13:07:25,0
13:07:25,0
13:07:25,0
13:07:25,0
13:07:25,0
13:07:25,0
13:07:26,0
13:07:26,0
13:07:26,0
13:07:26,0
13:07:26,0
13:07:26,0
13:07:26,0
13:07:27,0
13:07:27,0
13:07:27,0
13:07:27,0
13:07:27,0
13:07:27,0
13:07:28,0
13:07:28,0
13:07:28,0
13:07:28,0
13:07:28,0
13:07:28,0
13:07:29,0
13:07:29,0
13:07:29,0
13:07:29,0
13:07:29,0
13:07:29,0
13:07:29,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:30,0
13:07:31,0
13:07:31,0
13:07:31,0
13:07:31,0
13:07:31,0
13:07:31,0
13:07:32,0
13:07:32,0
13:07:32,0
13:07:32,0
13:07:32,0
13:07:32,0
13:07:33,1
13:07:33,0
13:07:33,0
13:07:33,0
13:07:33,0
13:07:33,0
13:07:33,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:34,0
13:07:35,0
13:07:35,0
13:07:35,0
13:07:35,0
13:07:35,0
13:07:35,0
13:07:35,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:36,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:37,0
13:07:38,0
13:07:38,0
13:07:38,0
13:07:38,0
13:07:38,0
13:07:38,0
13:07:38,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:39,0
13:07:40,0
13:07:40,0
13:07:40,0
13:07:40,0
13:07:40,0
13:07:40,1
13:07:40,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:41,0
13:07:42,0
13:07:42,0
13:07:42,0
13:07:42,0
13:07:42,0
13:07:42,1
13:07:42,1
13:07:42,0
13:07:43,0
13:07:43,0
13:07:43,0
13:07:43,0
13:07:43,0
13:07:43,0
13:07:43,0
13:07:44,0
13:07:44,0
13:07:44,0
13:07:44,0
13:07:44,1
13:07:44,1
13:07:44,1
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:45,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:46,0
13:07:47,0
13:07:47,0
13:07:47,0
13:07:47,0
13:07:47,0
13:07:47,0
13:07:47,0
13:07:48,0
13:07:48,0
13:07:48,0
13:07:48,1
13:07:48,0
13:07:48,0
13:07:48,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:49,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:50,0
13:07:51,0
13:07:51,0
13:07:51,0
13:07:51,0
13:07:51,0
13:07:51,0
13:07:52,0
13:07:52,0
13:07:52,0
13:07:52,1
13:07:52,1
13:07:52,0
13:07:52,1
13:07:52,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:53,0
13:07:54,0
13:07:54,0
13:07:54,0
13:07:54,0
13:07:54,0
13:07:54,1
13:07:54,0
13:07:54,1
13:07:55,0
13:07:55,1
13:07:55,0
13:07:55,0
13:07:55,0
13:07:55,0
13:07:55,0
13:07:55,0
13:07:56,0
13:07:56,1
13:07:56,1
13:07:56,0
13:07:56,1
13:07:56,0
13:07:56,0
13:07:57,1
13:07:57,0
13:07:57,0
13:07:57,0
13:07:57,0
13:07:57,0
13:07:57,0
13:07:57,0
13:07:58,0
13:07:58,0
13:07:58,0
13:07:58,0
13:07:58,1
13:07:58,0
13:07:58,0
13:07:58,0
13:07:59,0
13:07:59,0
13:07:59,0
13:07:59,0
13:07:59,0
13:07:59,0
13:07:59,0
13:08:00,1
13:08:00,0
13:08:00,1
13:08:00,1
13:08:00,1
13:08:00,1
13:08:00,1
13:08:01,1
13:08:01,1
13:08:01,0
13:08:01,0
13:08:01,1
13:08:01,0
13:08:01,0
13:08:01,1
13:08:01,1
13:08:02,0
13:08:02,0
13:08:02,1
13:08:02,1
13:08:02,1
13:08:02,0
13:08:03,0
13:08:03,0
13:08:03,0
13:08:03,0
13:08:03,0
13:08:04,0
13:08:04,0
13:08:04,0
13:08:04,0
13:08:04,0
13:08:04,0
13:08:05,0
13:08:05,0
13:08:05,1
13:08:05,0
13:08:05,1
13:08:05,1
13:08:05,0
13:08:05,1
13:08:06,1
13:08:06,0
13:08:06,0
13:08:06,0
13:08:06,0
13:08:06,0
13:08:06,0
13:08:06,0
13:08:07,1
13:08:07,0
13:08:07,0
13:08:07,0
13:08:07,0
13:08:07,0
13:08:07,0
13:08:08,0
13:08:08,0
13:08:08,0
13:08:08,0
13:08:08,0
13:08:08,0
13:08:08,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:09,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:10,0
13:08:11,0
13:08:11,0
13:08:11,0
13:08:11,0
13:08:11,0
13:08:11,0
13:08:11,0
13:08:12,0
13:08:12,0
13:08:12,0
13:08:12,1
13:08:12,0
13:08:12,0
13:08:13,0
13:08:13,0
13:08:13,0
13:08:13,0
13:08:13,1
13:08:13,1
13:08:13,0
13:08:13,1
13:08:14,0
13:08:14,1
13:08:14,0
13:08:14,0
13:08:14,0
13:08:14,0
13:08:14,0
13:08:14,0
13:08:15,0
13:08:15,0
13:08:15,0
13:08:15,0
13:08:15,0
13:08:15,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:16,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:17,0
13:08:18,0
13:08:18,0
13:08:18,0
13:08:18,1
13:08:18,0
13:08:18,0
13:08:18,0
13:08:18,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:19,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:20,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:21,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:22,0
13:08:23,0
13:08:23,0
13:08:23,0
13:08:23,0
13:08:23,0
13:08:23,0
13:08:24,0
13:08:24,0
13:08:24,0
13:08:24,0
13:08:24,0
13:08:24,0
13:08:25,0
13:08:25,0
13:08:25,0
13:08:25,0
13:08:25,0
13:08:25,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:26,0
13:08:27,0
13:08:27,0
13:08:27,0
13:08:27,0
13:08:27,0
13:08:27,0
13:08:27,1
13:08:28,0
13:08:28,0
13:08:28,0
13:08:28,0
13:08:28,0
13:08:28,0
13:08:28,0
13:08:28,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:29,0
13:08:30,0
13:08:30,0
13:08:30,0
13:08:30,0
13:08:30,0
13:08:30,0
13:08:30,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:31,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:32,0
13:08:33,0
13:08:33,0
13:08:33,0
13:08:33,0
13:08:33,0
13:08:33,0
13:08:33,0
13:08:34,0
13:08:34,0
13:08:34,0
13:08:34,0
13:08:34,0
13:08:34,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:35,0
13:08:36,1
13:08:36,0
13:08:36,0
13:08:36,1
13:08:36,1
13:08:36,0
13:08:36,0
13:08:36,0
13:08:37,0
13:08:37,0
13:08:37,0
13:08:37,0
13:08:37,0
13:08:37,0
13:08:37,0
13:08:38,0
13:08:38,0
13:08:38,0
13:08:38,0
13:08:38,1
13:08:39,0
13:08:39,0
13:08:39,1
13:08:39,1
13:08:39,1
13:08:39,1
13:08:39,1
13:08:40,1
13:08:40,1
13:08:40,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:41,1
13:08:42,1
13:08:42,1
13:08:42,1
13:08:42,1
13:08:42,1
13:08:42,1
13:08:42,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:43,1
13:08:44,1
13:08:44,1
13:08:44,1
13:08:44,1
13:08:44,1
13:08:44,0
13:08:44,0
13:08:44,0
13:08:45,0
13:08:45,0
13:08:45,0
13:08:45,0
13:08:45,0
13:08:45,0
13:08:45,1
13:08:45,0
13:08:46,0
13:08:46,0
13:08:46,0
13:08:46,0
13:08:46,1
13:08:46,0
13:08:46,1
13:08:46,1
13:08:47,1
13:08:47,1
13:08:47,0
13:08:47,0
13:08:47,0
13:08:47,0
13:08:47,1
13:08:47,1
13:08:48,0
13:08:48,0
13:08:48,0
13:08:48,0
13:08:48,1
13:08:48,1
13:08:49,0
13:08:49,0
13:08:49,0
13:08:49,0
13:08:49,0
13:08:49,0
13:08:49,0
13:08:49,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:50,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:51,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:52,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:53,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:54,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:55,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:56,0
13:08:57,0
13:08:57,0
13:08:57,0
13:08:57,0
13:08:57,0
13:08:57,0
13:08:57,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:58,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:08:59,0
13:09:00,0
13:09:00,0
13:09:00,0
13:09:00,0
13:09:00,0
13:09:00,0
13:09:00,0
13:09:01,0
13:09:01,0
13:09:01,0
13:09:01,0
13:09:01,0
13:09:01,0
13:09:01,0
13:09:02,0
13:09:02,0
13:09:02,0
13:09:02,0
13:09:02,0
13:09:02,0
13:09:02,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:03,0
13:09:04,0
13:09:04,0
13:09:04,0
13:09:04,0
13:09:04,0
13:09:04,0
13:09:05,0
13:09:05,0
13:09:05,0
13:09:05,0
13:09:05,0
13:09:05,0
13:09:05,0
13:09:06,0
13:09:06,0
13:09:06,0
13:09:06,0
13:09:06,0
13:09:06,0
13:09:06,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:07,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:08,0
13:09:09,0
13:09:09,0
13:09:09,0
13:09:09,0
13:09:09,0
13:09:09,0
13:09:09,0
13:09:10,0
13:09:10,0
13:09:10,0
13:09:10,0
13:09:10,0
13:09:10,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:11,0
13:09:12,0
13:09:12,0
13:09:12,0
13:09:12,0
13:09:12,0
13:09:12,0
13:09:12,0
13:09:13,0
13:09:13,0
13:09:13,0
13:09:13,0
13:09:13,0
13:09:13,1
13:09:14,0
13:09:14,0
13:09:14,0
13:09:14,0
13:09:14,0
13:09:14,0
13:09:14,0
13:09:14,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:15,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:16,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:17,0
13:09:18,0
13:09:18,0
13:09:18,0
13:09:18,0
13:09:18,1
13:09:18,1
13:09:18,1
13:09:18,0
13:09:19,0
13:09:19,0
13:09:19,0
13:09:19,0
13:09:19,0
13:09:19,0
13:09:19,0
13:09:19,1
13:09:19,1
13:09:20,1
13:09:20,0
13:09:20,0
13:09:20,1
13:09:20,0
13:09:20,0
13:09:20,0
13:09:20,0
13:09:20,0
13:09:21,1
13:09:21,0
13:09:21,0
13:09:21,0
13:09:21,0
13:09:21,0
13:09:21,0
13:09:21,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:22,0
13:09:23,0
13:09:23,0
13:09:23,1
13:09:23,0
13:09:23,0
13:09:23,0
13:09:23,0
13:09:23,0
13:09:23,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:24,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:25,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:26,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:27,0
13:09:28,0
13:09:28,1
13:09:28,1
13:09:28,1
13:09:28,1
13:09:28,0
13:09:28,0
13:09:28,0
13:09:28,0
13:09:29,0
13:09:29,0
13:09:29,0
13:09:29,0
13:09:29,0
13:09:29,0
13:09:29,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:30,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:31,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:32,0
13:09:33,0
13:09:33,0
13:09:33,0
13:09:33,0
13:09:33,0
13:09:33,0
13:09:34,0
13:09:34,0
13:09:34,0
13:09:34,0
13:09:34,0
13:09:35,0
13:09:35,0
13:09:35,0
13:09:35,0
13:09:35,0
13:09:35,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:36,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:37,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:38,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:39,0
13:09:40,0
13:09:40,0
13:09:40,1
13:09:40,0
13:09:40,0
13:09:40,0
13:09:40,0
13:09:40,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:41,0
13:09:42,0
13:09:42,0
13:09:42,0
13:09:42,0
13:09:42,0
13:09:42,0
13:09:42,0
13:09:42,1
13:09:42,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:43,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:44,0
13:09:45,0
13:09:45,0
13:09:45,0
13:09:45,0
13:09:45,0
13:09:45,0
13:09:45,0
13:09:46,0
13:09:46,0
13:09:46,0
13:09:46,0
13:09:46,0
13:09:46,0
13:09:46,0
13:09:47,0
13:09:47,0
13:09:47,0
13:09:47,0
13:09:47,0
13:09:47,0
13:09:47,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:48,0
13:09:49,0
13:09:49,0
13:09:49,0
13:09:49,0
13:09:49,0
13:09:49,1
13:09:49,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:50,0
13:09:51,1
13:09:51,1
13:09:51,0
13:09:51,1
13:09:51,0
13:09:51,0
13:09:51,0
13:09:51,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:52,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:53,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:54,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:55,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:56,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:57,0
13:09:58,0
13:09:58,0
13:09:58,0
13:09:58,0
13:09:58,0
13:09:58,0
13:09:58,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:09:59,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:00,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:01,0
13:10:02,0
13:10:02,0
13:10:02,0
13:10:02,0
13:10:02,0
13:10:02,0
13:10:02,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:03,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:04,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:05,0
13:10:06,0
13:10:06,1
13:10:06,0
13:10:06,0
